Tube_Number,Sample_ID,Presowing_Weight,Postsowing_Weight,Weight_Imbibed,Radicle_Emergence,Disease _rating,Time,Experiment_Date,SoilCollectionDate,ExtractionDate,Extraction Weight,Qubit_ng_uL,Location_EC,State,County,Latitude,Longitude,Sample_Type,Crop_Last_Year,Crop_This_Year,Tillage,Notes,Weather,Precipitation,Air_Temperature,Relative_Humiidty,Soil_Temperature,UVA,UVB
380,R15,0.1798,0.1798,0,0,,0,7/19/2024,7/17/2024,2/21/2025,0.1780,5.4600,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
381,R16,0.1576,0.1576,0,0,,0,7/19/2024,7/17/2024,2/21/2025,0.3010,13.8000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
382,R21,0.18693,0.3736,0.18667,0,,8,7/19/2024,7/17/2024,2/21/2025,0.2150,10.8000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
383,R22,0.20196,0.364,0.16204,0,,8,7/19/2024,7/17/2024,2/21/2025,0.2490,7.3200,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
384,NC16,NA,NA,NA,NA,NA,NA,8/5/2024,NA,2/21/2025,NA,too low,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
385,R23,0.16233,0.3735,0.21117,0,,8,7/19/2024,7/17/2024,2/21/2025,0.1670,14.3000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
386,R24,0.14332,0.3844,0.24108,0,,8,7/19/2024,7/17/2024,2/21/2025,0.2110,17.1000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
387,R25,0.17025,0.4233,0.25305,0,,8,7/19/2024,7/17/2024,2/21/2025,0.2080,10.5000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
388,R26,0.1908,0.3551,0.1643,0,,8,7/19/2024,7/17/2024,2/21/2025,0.2330,15.2000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
389,R31,0.17242,0.4652,0.29278,0,,12,7/19/2024,7/17/2024,2/21/2025,0.2300,21.4000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
390,R32,0.15517,0.2788,0.12363,0,,12,7/19/2024,7/17/2024,2/21/2025,0.2520,16.7000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
391,R33,0.14671,0.3084,0.16169,0,,12,7/19/2024,7/17/2024,2/21/2025,0.3000,13.9000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
392,R34,0.16562,0.3785,0.21288,0,,12,7/19/2024,7/17/2024,2/21/2025,0.2820,12.4000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
393,R35,0.18995,0.3785,0.18855,0,,12,7/19/2024,7/17/2024,2/21/2025,0.2650,13.3000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
394,R36,0.19889,0.399,0.20011,0,,12,7/19/2024,7/17/2024,2/21/2025,0.2570,13.3000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
395,R41,0.18125,0.3841,0.20285,0,,16,7/19/2024,7/17/2024,2/21/2025,0.2260,11.9000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
396,R42,0.18523,0.371,0.18577,0,,16,7/19/2024,7/17/2024,2/21/2025,0.2930,18.7000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
397,R43,0.20178,0.409,0.20722,0,,16,7/19/2024,7/17/2024,2/21/2025,0.2250,9.3400,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
398,R44,0.1327,0.335,0.2023,0,,16,7/19/2024,7/17/2024,2/21/2025,0.2410,10.2000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
399,R45,0.16799,0.415,0.24701,0,,16,7/19/2024,7/17/2024,2/21/2025,0.2140,9.7400,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
400,R46,0.1438,0.344,0.2002,0,,16,7/19/2024,7/17/2024,2/21/2025,0.2340,10.5000,Arkansas,AR,Madison,33.804222,-91.271333,Spermosphere,,,,,,,,,,,
401,PCRNC1,NA,NA,NA,NA,NA,NA,8/5/2024,NA,NA,NA,,NA,NA,NA,NA,NA,Extraction_Control,NA,NA,NA,,,,,,,,
